Directorate,Sub Directorate,Accounting Date,COST CENTRE,Supplier Name,Net Amount
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,17-Oct-2018,260155,Rachel Palser,1760.00
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,17-Oct-2018,260155,Rachel Palser,1677.60
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,17-Oct-2018,350714,Welsh Local Government Association,764.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17-Oct-2018,101141,Celtic Teachers Limited,1173.19
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17-Oct-2018,102593,New Directions (Education) Limited,676.30
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17-Oct-2018,102593,New Directions (Education) Limited,541.04
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,17-Oct-2018,140131,Randstad Solutions Limited,110991.82
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,April Complete Care Solutions Limited,584.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,216179,April Complete Care Solutions Limited,922.66
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,April Complete Care Solutions Limited,671.82
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,17-Oct-2018,323685,Hays Specialist Recruitment Limited,1505.25
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,17-Oct-2018,323685,Hays Specialist Recruitment Limited,901.14
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,17-Oct-2018,323685,Hays Specialist Recruitment Limited,782.74
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,17-Oct-2018,323686,Hays Specialist Recruitment Limited,640.64
DIRECT ENVIRONMENT AND HOUSING,HOUSING,17-Oct-2018,407119,Building Recruitment Company Limited,1377.41
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215486,Waverley Care Centre Limited,4190.76
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Avan Limited T/A Brightside Manor,600.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Baltimore Care Limited,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Baltimore Care Limited,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Baltimore Care Limited,526.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,506.04
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Duffryn Ffrwd Manor Limited,549.49
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Forge Care Homes Limited t/a The Forge Care Centre,925.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Forge Care Homes Limited t/a The Forge Care Centre,671.32
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Glamorgan Care Limited t/a Danygraig House,666.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),561.85
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),565.46
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Harrison Care Enterprises Barry Limited t/a Island View,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,June Zehetmayr t/a Tower Hill Residential Home,538.12
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,562.85
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,512.49
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,MHA Care Group t/a Morel Court,531.09
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,592.17
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,621.36
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,605.25
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,602.96
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,518.39
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,605.25
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,544.72
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,617.27
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,605.25
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,630.07
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,609.89
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,550.28
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,502.26
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,597.36
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,605.25
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,605.25
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Northcote Developments Limited,518.88
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Northcote Developments Limited,505.50
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Northcote Developments Limited,524.03
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Northcote Developments Limited,515.73
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Oak House Care Limited T/a Oak House Care Home,12684.60
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Oak House Care Limited T/a Oak House Care Home,531.69
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Oakville Care Limited t/a Romilly Nursing Home,900.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Springbank Care Home Limited T/A Springbank Nursing Home,603.33
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Springbank Care Home Limited T/A Springbank Nursing Home,629.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Springbank Care Home Limited T/A Springbank Nursing Home,556.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Springbank Care Home Limited T/A Springbank Nursing Home,666.50
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Waverley Care Centre Limited,15386.16
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Waverley Care Centre Limited,570.21
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Waverley Care Centre Limited,519.12
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Waverley Care Centre Limited,715.33
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Waverley Care Centre Limited,540.83
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Waverley Care Centre Limited,849.87
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Waverley Care Centre Limited,540.83
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Waverley Care Centre Limited,605.03
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Waverley Care Centre Limited,675.33
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Waverley Care Centre Limited,672.40
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Waverley Care Centre Limited,588.87
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Waverley Care Centre Limited,512.53
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Waverley Care Centre Limited,519.40
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215489,Waverley Care Centre Limited,614.77
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,216179,Amethyst Healthcare Limited t/a Hillstone House,1816.95
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,216179,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,552.23
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,216179,Care 4 U (Neath) Limited,1754.28
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,216179,Crosshands Care Limited,4502.04
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,216179,Crusader Medical Care Limited T/A St Saviours Nursing Home,551.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,216179,Leonard Cheshire Disability,1209.78
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,216179,Llysywaun Limited t/a Bayview Lodge Nursing Home,746.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,216179,Middlepatch Limited T/A College Fields Nursing Home,639.85
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,216179,Middlepatch Limited T/A College Fields Nursing Home,655.45
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,216179,Springbank Care Home Limited T/A Springbank Nursing Home,770.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,216179,Valebrook Care Homes Limited,1851.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,216179,Voyage 1 Limited t/a Brook Lodge,2528.80
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,216179,Voyage 1 Limited t/a Falcons Rest & Poachers Cottage,1729.64
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,Accomplish Group Limited,1821.48
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,Accomplish Group Limited,2146.47
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,Accomplish Group Limited t/a Cedar House,1582.70
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,Amethyst Healthcare Limited t/a Hillstone House,1725.34
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,Amethyst Healthcare Limited t/a Hillstone House,1501.14
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,500.05
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,507.15
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,Crosshands Care Limited,6646.48
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,Crosshands Care Limited,6472.64
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,Crosshands Care Limited,6781.60
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,Crosshands Care Limited,4808.08
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,Crosshands Care Limited,4008.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,Glasallt Fawr Camphill Centre,995.72
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,Glasallt Fawr Camphill Centre,1544.90
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,Heatherleigh Care Limited t/a 106 Splott Road,1563.71
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,Heatherleigh Care Limited t/a 106 Splott Road,1223.14
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,Inspiration Lifestyle Services Limited T/A Ceriosen Bren Care Home,6022.64
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,Llysywaun Limited t/a Bayview Lodge Nursing Home,1724.90
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,Ocean Community Services Limited t/a Westminster Court Care Home,1116.27
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,The Cedars Care Services Limited T/A Ashgrove Care Home,2112.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,The Cedars Care Services Limited T/A Ashgrove Care Home,995.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,The Cedars Care Services Limited T/A Oaklands,1030.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,The Cedars Care Services Limited t/a Sycamore House,2026.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,The Cedars Care Services Limited t/a Sycamore House,1809.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,The Cedars Care Services Limited t/a The Cedars,1576.06
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,The Cedars Care Services Limited t/a The Cedars,1365.05
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,The Cedars Care Services Limited t/a The Hollies,1864.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,Vale Phoenix Limited,1079.73
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,Vale Phoenix Limited,1116.94
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,Valebrook Care Homes Limited,1654.39
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,Valebrook Care Homes Limited,1999.50
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,Valebrook Care Homes Limited,1420.24
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,Valebrook Care Homes Limited,1767.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,Valebrook Care Homes Limited,667.50
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,Valebrook Care Homes Limited,1861.95
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,Valebrook Care Homes Limited,862.12
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,Valebrook Care Homes Limited,862.12
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,217909,Valebrook Care Homes Limited,1390.24
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218321,Adriana Limited T/A The Priory Nursing Home,536.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218321,Hafod Care Association Limited,635.50
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218321,Harrison Care Enterprises Barry Limited t/a Island View,520.91
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218321,Isman & Kinze Essa T/A Haven House,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218321,J and P Residential Homes Limited T/A Monkstone House,600.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218321,Liam George t/a Claremont Care Home,516.45
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218321,Sanda Mitchel & Ptn t/a Canola House Residential Home,600.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218321,Sanda Mitchel & Ptn t/a Canola House Residential Home,501.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218321,Waverley Care Centre Limited,909.98
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218416,Middlepatch Limited T/A College Fields Nursing Home,812.49
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Anwen Care Limited t/a Anwen Care Home,690.56
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Baltimore Care Limited,508.51
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Baltimore Care Limited,527.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Baltimore Care Limited,5557.33
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,534.62
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,David Austin t/a Silverdale,663.68
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,E & E Homes Limited T/A Cliffhaven Residential Home,1301.76
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,E & E Homes Limited T/A Cliffhaven Residential Home,501.05
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,E & E Homes Limited T/A Cliffhaven Residential Home,1291.52
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,E & E Homes Limited T/A Cliffhaven Residential Home,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,E & E Homes Limited T/A Cliffhaven Residential Home,505.20
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Forge Care Homes Limited t/a The Forge Care Centre,549.58
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),628.66
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Hallmark Care Homes (Bute Town) Limited t/a Shire Hall Care Home,784.67
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Hallmark Care Homes (Bute Town) Limited t/a Shire Hall Care Home,1215.50
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,501.96
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,650.88
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,514.75
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,544.81
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,503.11
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Hebron Hall Limited,503.59
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Hebron Hall Limited,7037.61
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,June Zehetmayr t/a Tower Hill Residential Home,650.88
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,June Zehetmayr t/a Tower Hill Residential Home,518.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,June Zehetmayr t/a Tower Hill Residential Home,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,June Zehetmayr t/a Tower Hill Residential Home,516.56
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,650.88
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Middlepatch Limited T/A College Fields Nursing Home,516.12
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Middlepatch Limited T/A College Fields Nursing Home,2926.98
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Middlepatch Limited T/A College Fields Nursing Home,539.18
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Shirwan Al-Mufti & Ptn t/a Pontcanna House,600.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Waverley Care Centre Limited,508.92
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Waverley Care Centre Limited,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Waverley Care Centre Limited,650.88
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Waverley Care Centre Limited,574.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,218419,Waverley Care Centre Limited,688.89
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17-Oct-2018,101007,Joseph Gatt T/A Gatt Flooring,3975.00
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,17-Oct-2018,305768,Elwyn J Kerslake t/a Woodland Electrical,825.00
DIRECT ENVIRONMENT AND HOUSING,BUILDING CLEANING,17-Oct-2018,312160,Mark Adams t/a Cratemate,749.56
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-Oct-2018,215011,Care & Repair Cardiff and the Vale,3508.25
DIRECT MANAGING DIRECTOR AND RESOURCES,GF GRANTS,17-Oct-2018,465201,Rhoose & District Community Association,2625.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Oct-2018,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,668.50
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Oct-2018,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,735.53
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Oct-2018,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,742.62
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Oct-2018,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,703.86
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Oct-2018,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,500.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Oct-2018,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,686.08
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Oct-2018,216179,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,794.74
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Oct-2018,217909,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,753.34
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-Oct-2018,101013,Glen Cleaning Company Limited,1197.15
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-Oct-2018,101013,Globebrow Limited t/a Manor Adventure,1250.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-Oct-2018,101013,Legacy Leisure Limited,1012.50
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-Oct-2018,101025,Happy Embroidery Limited,544.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-Oct-2018,101030,Academics Limited,702.20
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-Oct-2018,101030,Academics Limited,702.20
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-Oct-2018,101030,Academics Limited,702.20
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-Oct-2018,101137,Dwr Cymru Cyf,1640.03
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-Oct-2018,101137,Glen Cleaning Company Limited,1960.58
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-Oct-2018,101213,Dwr Cymru Cyf,1144.49
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-Oct-2018,101285,BNP Paribas Lease Group (Rentals) Limited T/A Danwood Contract Rentals,573.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-Oct-2018,101285,PGL Travel Limited,5930.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-Oct-2018,101304,Dwr Cymru Cyf,3133.07
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-Oct-2018,101304,Pentagon Design Limited,1102.50
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,18-Oct-2018,102703,Pearson Education Limited,578.75
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,18-Oct-2018,103030,Academics Limited,787.20
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,18-Oct-2018,103094,Academics Limited,669.10
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,18-Oct-2018,209151,Tugbury Electrical Services Limited,565.86
