Directorate,Sub Directorate,Accounting Date,COST CENTRE,Supplier Name,Net Amount
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,216179,Llysywaun Limited t/a Bayview Lodge Nursing Home,746.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,216179,Middlepatch Limited T/A College Fields Nursing Home,639.85
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,216179,Middlepatch Limited T/A College Fields Nursing Home,655.45
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,216179,Springbank Care Home Limited T/A Springbank Nursing Home,770.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,216179,Valebrook Care Homes Limited,1851.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,216179,Voyage 1 Limited t/a Brook Lodge,2528.80
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,216179,Voyage 1 Limited t/a Falcons Rest & Poachers Cottage,1729.64
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,217909,Accomplish Group Limited,1821.48
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,217909,Accomplish Group Limited,2146.47
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,217909,Accomplish Group Limited t/a Cedar House,1582.70
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,217909,Amethyst Healthcare Limited t/a Hillstone House,2371.96
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,217909,Amethyst Healthcare Limited t/a Hillstone House,2371.96
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,217909,Amethyst Healthcare Limited t/a Hillstone House,1725.34
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,217909,Amethyst Healthcare Limited t/a Hillstone House,1501.14
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,217909,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,500.05
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,217909,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,507.15
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,217909,Glasallt Fawr Camphill Centre,995.72
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,217909,Glasallt Fawr Camphill Centre,1544.90
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,217909,Heatherleigh Care Limited t/a 106 Splott Road,1563.71
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,217909,Heatherleigh Care Limited t/a 106 Splott Road,1223.14
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,217909,Llysywaun Limited t/a Bayview Lodge Nursing Home,1724.90
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,217909,Ocean Community Services Limited t/a Westminster Court Care Home,1116.27
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,217909,The Cedars Care Services Limited T/A Ashgrove Care Home,2112.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,217909,The Cedars Care Services Limited T/A Ashgrove Care Home,995.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,217909,The Cedars Care Services Limited T/A Oaklands,1030.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,217909,The Cedars Care Services Limited t/a Sycamore House,2026.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,217909,The Cedars Care Services Limited t/a Sycamore House,1809.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,217909,The Cedars Care Services Limited t/a The Cedars,1576.06
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,217909,The Cedars Care Services Limited t/a The Cedars,1365.05
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,217909,The Cedars Care Services Limited t/a The Hollies,1864.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,217909,Vale Phoenix Limited,1079.73
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,217909,Vale Phoenix Limited,1116.94
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,217909,Valebrook Care Homes Limited,1654.39
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,217909,Valebrook Care Homes Limited,1999.50
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,217909,Valebrook Care Homes Limited,1420.24
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,217909,Valebrook Care Homes Limited,1767.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,217909,Valebrook Care Homes Limited,1861.95
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,217909,Valebrook Care Homes Limited,1390.24
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218321,Adriana Limited T/A The Priory Nursing Home,536.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218321,Hafod Care Association Limited,635.50
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218321,Harrison Care Enterprises Barry Limited t/a Island View,520.91
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218321,Isman & Kinze Essa T/A Haven House,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218321,J and P Residential Homes Limited T/A Monkstone House,600.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218321,Liam George t/a Claremont Care Home,516.45
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218321,Sanda Mitchel & Ptn t/a Canola House Residential Home,600.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218321,Sanda Mitchel & Ptn t/a Canola House Residential Home,501.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218321,Waverley Care Centre Limited,909.98
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,Anwen Care Limited t/a Anwen Care Home,690.56
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,Baltimore Care Limited,508.51
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,Baltimore Care Limited,527.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,534.62
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,David Austin t/a Silverdale,663.68
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,E & E Homes Limited T/A Cliffhaven Residential Home,501.05
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,E & E Homes Limited T/A Cliffhaven Residential Home,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,E & E Homes Limited T/A Cliffhaven Residential Home,505.20
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,Forge Care Homes Limited t/a The Forge Care Centre,549.58
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),628.66
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,Hallmark Care Homes (Bute Town) Limited t/a Shire Hall Care Home,784.67
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,Hallmark Care Homes (Bute Town) Limited t/a Shire Hall Care Home,1215.50
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,501.96
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,650.88
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,514.75
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,544.81
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,503.11
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,Hebron Hall Limited,503.59
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,June Zehetmayr t/a Tower Hill Residential Home,650.88
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,June Zehetmayr t/a Tower Hill Residential Home,518.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,June Zehetmayr t/a Tower Hill Residential Home,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,June Zehetmayr t/a Tower Hill Residential Home,516.56
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,650.88
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,Middlepatch Limited T/A College Fields Nursing Home,516.12
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,Shirwan Al-Mufti & Ptn t/a Pontcanna House,600.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,Waverley Care Centre Limited,508.92
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,Waverley Care Centre Limited,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,Waverley Care Centre Limited,650.88
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,Waverley Care Centre Limited,574.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Oct-2018,218419,Waverley Care Centre Limited,688.89
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09-Oct-2018,104385,Steve Lewis t/a Play on Development,560.00
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09-Oct-2018,260210,Walter Standen T/A Standens Contract Hire,576.00
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09-Oct-2018,260235,Walter Standen T/A Standens Contract Hire,550.00
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,09-Oct-2018,319010,Ceri Williams t/a Mobile Tyre Services,2287.23
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,09-Oct-2018,365789,Rhys VJ Morgan t/a Windsor Cars,684.00
